trial_id,fold_id,year,aggregate_observations,mean_net_return,hac_t
T0183,F03,2021,3043,0.003783504644724119,1.1123442735182585
T0183,F04,2021,3069,0.00015320558912806554,0.06617065447039472
T0183,F05,2022,3050,-0.008994180323818256,-3.1189534440738953
T0183,F06,2022,3181,-0.004816505246915199,-2.5901064447076267
T0183,F07,2023,3017,-0.001149450837859473,-0.5611816989380036
T0183,F08,2023,3150,0.00016057219260923902,0.1160447683055826
T0184,F01,2020,485,-0.0022682476913319658,-3.4491641627732657
T0184,F02,2020,572,-0.0025147381467189745,-2.9408981916942163
T0184,F03,2021,430,-0.0023814433248468487,-2.17830783354988
T0184,F04,2021,400,-0.002054011343438997,-2.2469096487741544
T0184,F05,2022,252,-0.0032613940877522433,-2.795469508623621
T0184,F06,2022,292,-0.003063166739756307,-3.707983629227948
T0184,F07,2023,420,-0.0014517355682999423,-1.8742703836013797
T0184,F08,2023,408,-0.002991848774249302,-4.572835829065842
T0185,F01,2020,199,-0.0005741115762330462,-0.30865259290965813
T0185,F02,2020,259,-0.0014814886333664387,-0.7255679677327546
T0185,F03,2021,198,0.000721932548489214,0.23348540278976226
T0185,F04,2021,227,-0.0018549932188850458,-0.8709863945009523
T0185,F05,2022,122,-0.007698954371828084,-2.424842977618975
T0185,F06,2022,143,-0.0016111555995080619,-0.7631321606568925
T0185,F07,2023,190,-0.0008889743899819926,-0.4087614608664144
T0185,F08,2023,225,-0.0006855398796327318,-0.38651588275933546
T0186,F01,2020,132,0.0027782093546889638,0.7688058202210051
T0186,F02,2020,170,0.002558359347426188,0.5831491596319379
T0186,F03,2021,122,0.00744969452533954,1.1624628283687122
T0186,F04,2021,127,-0.0007045662483421074,-0.190932656179003
T0186,F05,2022,73,-0.01206556849212562,-2.1854730210000604
T0186,F06,2022,87,-0.0028181498850198138,-0.77374750150047
T0186,F07,2023,109,0.0024727443633950925,0.6348466618477511
T0186,F08,2023,130,0.000844481932851367,0.28277106389414247
T0187,F01,2020,943,-0.0014090448074067338,-0.9144462819371204
T0187,F02,2020,1001,0.00026050617726418996,0.17426489630724087
T0187,F03,2021,959,0.002450756035937517,0.9955973188425054
T0187,F04,2021,957,-0.0012878425750555305,-0.7075834734122727
T0187,F05,2022,779,-0.005885668541042885,-3.031996836492806
T0187,F06,2022,882,-0.004224424730287675,-2.814303883789971
T0187,F07,2023,902,-0.002489499778856206,-1.5122620383798395
T0187,F08,2023,1008,-0.0010902303226226057,-1.055795918948984
T0188,F01,2020,875,0.002207006573228466,0.8185800571366177
T0188,F02,2020,939,0.002373393933199698,0.8967023134447571
T0188,F03,2021,908,0.006369996231430256,1.5146003899996257
T0188,F04,2021,903,0.00018404128139591215,0.05813888654793174
T0188,F05,2022,703,-0.008672892600902864,-2.554288887985346
T0188,F06,2022,822,-0.0063916148987265015,-2.116916851731403
T0188,F07,2023,809,-0.002015292508748396,-0.6826519825453535
T0188,F08,2023,918,0.0005035181364510771,0.2693463107310982
T0189,F01,2020,936,-0.0004748986642865469,-0.3007936826585348
T0189,F02,2020,1032,-4.1297252189463595e-05,-0.02808364378893958
T0189,F03,2021,927,0.0028035443408110554,1.1013760359623916
T0189,F04,2021,938,-0.00022552456713893134,-0.12183200081958427
T0189,F05,2022,726,-0.006622518403184126,-3.6169718132116033
T0189,F06,2022,862,-0.002384098937526152,-1.2908978857442575
T0189,F07,2023,906,-0.0023418565662310774,-1.5250056105374448
T0189,F08,2023,978,-0.001525515034239598,-1.2627319990709307
T0190,F01,2020,901,0.0031295229783896835,1.106245201253458
T0190,F02,2020,970,0.004109686517415633,1.559168493274316
T0190,F03,2021,883,0.007293057823898501,1.7801708770966018
T0190,F04,2021,864,0.0016909778461406141,0.5412096117915477
T0190,F05,2022,660,-0.01035399437850584,-3.2164216111874704
T0190,F06,2022,785,-0.002725025468628672,-0.8441272226722876
T0190,F07,2023,849,-0.0014293043364232746,-0.5299641292218787
T0190,F08,2023,898,0.0013234975247529957,0.6243122148536906
T0191,F01,2020,763,0.0010508183867354393,0.7696721943980269
T0191,F02,2020,1025,-0.00030207420431081246,-0.20225821974898256
T0191,F03,2021,913,0.0002572806067744682,0.10263989950010423
T0191,F04,2021,922,-0.0010261993979212589,-0.5829737260161887
T0191,F05,2022,535,-0.008704380127564713,-4.153079831913282
T0191,F06,2022,778,-0.004553997549706129,-2.3015559645982764
T0191,F07,2023,935,-0.0025084380708908244,-1.6343058109433943
T0191,F08,2023,897,-0.0017163888218663696,-1.702775031545148
T0192,F01,2020,770,0.005937190845071377,2.3411712072522803
T0192,F02,2020,972,0.0019338784085659662,0.7165001335139046
T0192,F03,2021,814,0.004772181344190004,1.039912913892594
T0192,F04,2021,868,0.0013598449107028818,0.42803589784743484
T0192,F05,2022,458,-0.012682066712896189,-3.3466488445440694
T0192,F06,2022,684,-0.005808421232819845,-1.6084599185912267
T0192,F07,2023,828,-0.002345297753950933,-0.8321508799622881
T0192,F08,2023,816,0.001478864640349774,0.7128492084415504
T0193,F01,2020,943,-0.0014090448074067338,-0.9144462819371204
T0193,F02,2020,1001,0.00026050617726418996,0.17426489630724087
T0193,F03,2021,959,0.002450756035937517,0.9955973188425054
T0193,F04,2021,957,-0.0012878425750555305,-0.7075834734122727
T0193,F05,2022,779,-0.005885668541042885,-3.031996836492806
T0193,F06,2022,882,-0.004224424730287675,-2.814303883789971
T0193,F07,2023,902,-0.002489499778856206,-1.5122620383798395
T0193,F08,2023,1008,-0.0010902303226226057,-1.055795918948984
T0194,F01,2020,875,0.002207006573228466,0.8185800571366177
T0194,F02,2020,939,0.002373393933199698,0.8967023134447571
T0194,F03,2021,908,0.006369996231430256,1.5146003899996257
T0194,F04,2021,903,0.00018404128139591215,0.05813888654793174
T0194,F05,2022,703,-0.008672892600902864,-2.554288887985346
T0194,F06,2022,822,-0.0063916148987265015,-2.116916851731403
T0194,F07,2023,809,-0.002015292508748396,-0.6826519825453535
T0194,F08,2023,918,0.0005035181364510771,0.2693463107310982
T0195,F01,2020,936,-0.0004748986642865469,-0.3007936826585348
T0195,F02,2020,1032,-4.1297252189463595e-05,-0.02808364378893958
T0195,F03,2021,927,0.0028035443408110554,1.1013760359623916
T0195,F04,2021,938,-0.00022552456713893134,-0.12183200081958427
T0195,F05,2022,726,-0.006622518403184126,-3.6169718132116033
T0195,F06,2022,862,-0.002384098937526152,-1.2908978857442575
T0195,F07,2023,906,-0.0023418565662310774,-1.5250056105374448
T0195,F08,2023,978,-0.001525515034239598,-1.2627319990709307
T0196,F01,2020,901,0.0031295229783896835,1.106245201253458
T0196,F02,2020,970,0.004109686517415633,1.559168493274316
T0196,F03,2021,883,0.007293057823898501,1.7801708770966018
T0196,F04,2021,864,0.0016909778461406141,0.5412096117915477
T0196,F05,2022,660,-0.01035399437850584,-3.2164216111874704
T0196,F06,2022,785,-0.002725025468628672,-0.8441272226722876
T0196,F07,2023,849,-0.0014293043364232746,-0.5299641292218787
T0196,F08,2023,898,0.0013234975247529957,0.6243122148536906
T0197,F01,2020,763,0.0010508183867354393,0.7696721943980269
T0197,F02,2020,1025,-0.00030207420431081246,-0.20225821974898256
T0197,F03,2021,913,0.0002572806067744682,0.10263989950010423
T0197,F04,2021,922,-0.0010261993979212589,-0.5829737260161887
T0197,F05,2022,535,-0.008704380127564713,-4.153079831913282
T0197,F06,2022,778,-0.004553997549706129,-2.3015559645982764
T0197,F07,2023,935,-0.0025084380708908244,-1.6343058109433943
T0197,F08,2023,897,-0.0017163888218663696,-1.702775031545148
T0198,F01,2020,770,0.005937190845071377,2.3411712072522803
T0198,F02,2020,972,0.0019338784085659662,0.7165001335139046
T0198,F03,2021,814,0.004772181344190004,1.039912913892594
T0198,F04,2021,868,0.0013598449107028818,0.42803589784743484
T0198,F05,2022,458,-0.012682066712896189,-3.3466488445440694
T0198,F06,2022,684,-0.005808421232819845,-1.6084599185912267
T0198,F07,2023,828,-0.002345297753950933,-0.8321508799622881
T0198,F08,2023,816,0.001478864640349774,0.7128492084415504
T0199,F01,2020,939,-0.0015559826770782307,-1.0746964336788896
T0199,F02,2020,1009,-0.0012276878465917866,-0.7367147855059738
T0199,F03,2021,951,0.003913945264084677,1.5434071286896238
T0199,F04,2021,976,-0.0020410232521793064,-1.1006320421531028
T0199,F05,2022,801,-0.006748017606014258,-3.5226340572108783
T0199,F06,2022,928,-0.004826324073562238,-3.3221881561872832
T0199,F07,2023,922,-0.003230014322799979,-2.0721483458939187
T0199,F08,2023,1010,-0.0005971579992206465,-0.5748596716332368
T0200,F01,2020,839,0.0011859657734314512,0.42954327521572994
T0200,F02,2020,955,0.0021163266991383145,0.7408091239340362
T0200,F03,2021,880,0.007987810842652071,1.7379937215041368
T0200,F04,2021,905,0.0006557219266115315,0.2069008278292996
T0200,F05,2022,740,-0.00924476943747575,-2.6487532223038497
T0200,F06,2022,863,-0.006340399554657808,-2.205287073360041
T0200,F07,2023,846,-0.0013454994650978927,-0.4921187940437286
T0200,F08,2023,950,3.160117085269426e-05,0.018200067539905638
T0201,F01,2020,945,-0.0010159787879238606,-0.7092170689536875
T0201,F02,2020,980,-0.0008022985623992856,-0.42985584250134384
T0201,F03,2021,887,0.0026937223270758633,1.188023988791534
T0201,F04,2021,956,-0.0035173866318965433,-1.8513905511799733
T0201,F05,2022,799,-0.00632169793442307,-3.1717774683370155
T0201,F06,2022,903,-0.006869411355130298,-4.2670362355752385
T0201,F07,2023,865,-0.002986943783750969,-1.7207173647816483
T0201,F08,2023,978,-0.0023530601826323933,-2.0269898006030402
T0202,F01,2020,853,2.202388469979249e-05,0.0068963091695232025
T0202,F02,2020,910,0.0034890663347202206,1.1065493208178705
T0202,F03,2021,834,0.007404239262545086,1.7775391167474388
T0202,F04,2021,875,-0.0012172369220855162,-0.3706604779284376
T0202,F05,2022,712,-0.009907157344739846,-2.9352396511825685
T0202,F06,2022,815,-0.008969005408562878,-3.0180696505926146
T0202,F07,2023,771,-0.003552130233636078,-1.2169937314087829
T0202,F08,2023,898,-0.0013823515499190168,-0.7505667585436656
T0203,F01,2020,853,-0.0019790671733144966,-1.1812083921842842
T0203,F02,2020,909,0.0005352535220411199,0.26637865917073783
T0203,F03,2021,839,0.0062846377507904515,2.147636964134556
T0203,F04,2021,859,-0.0029221632526376913,-1.4574083516101455
T0203,F05,2022,715,-0.009177694810687987,-3.7115588075343133
T0203,F06,2022,810,-0.004479823593694408,-2.6094722273025663
T0203,F07,2023,828,-0.001124418424450636,-0.6567703983978884
T0203,F08,2023,933,-0.0017740165169098693,-1.432858213653397
T0204,F01,2020,773,-0.0016285625252541295,-0.6105302008498474
T0204,F02,2020,842,-0.0005873228531979404,-0.1893014998501639
T0204,F03,2021,753,0.010768585885916749,1.5543462296787125
T0204,F04,2021,791,9.706968857037131e-05,0.027735176274835918
T0204,F05,2022,648,-0.015946383335191175,-4.053119905092504
T0204,F06,2022,742,-0.008207230060657805,-2.879958338808805
T0204,F07,2023,767,-0.0001866956458777103,-0.05875408905129333
T0204,F08,2023,866,-0.0007310465821881374,-0.35366711380373134
T0205,F01,2020,566,-0.0016941917069801492,-0.7892949733505352
T0205,F02,2020,575,0.004019485558477072,1.88013569966697
T0205,F03,2021,585,0.008028277205964711,2.2301931396541703
T0205,F04,2021,563,1.601651432387211e-05,0.005158469340426068
T0205,F05,2022,385,-0.011314922386521866,-4.457354103467123
T0205,F06,2022,444,-0.00904386555925931,-3.9068301102107936
T0205,F07,2023,446,-0.004262528670192157,-1.8240702775384208
T0205,F08,2023,537,-0.002630931799385059,-1.186260698727213
T0206,F01,2020,517,0.0028087480005332885,0.7650466739780976
T0206,F02,2020,550,0.006831185322754034,1.6595629462993693
T0206,F03,2021,545,0.021559276767899448,2.4401797731111428
T0206,F04,2021,532,-0.002527240877672704,-0.5951383311222737
T0206,F05,2022,362,-0.011339278218853477,-2.764656536071958
T0206,F06,2022,420,-0.013926059167755488,-3.384896456179861
T0206,F07,2023,409,-0.003555486966717382,-0.8850065873100077
T0206,F08,2023,507,-0.0006426596611826559,-0.2109869275900567
T0207,F01,2020,428,0.0003660093868125691,0.14606205517406193
T0207,F02,2020,468,0.005830539023306379,2.27399927038952
T0207,F03,2021,472,0.008023601816351157,1.9256650029540814
T0207,F04,2021,441,0.002258645695387104,0.6567458431487797
T0207,F05,2022,261,-0.006147582261235344,-1.8608252777615215
T0207,F06,2022,303,-0.008105207081552528,-3.0042787448902066
T0207,F07,2023,332,-0.003416860879998223,-1.4567177939161093
T0207,F08,2023,391,-0.000456241848331568,-0.14105002612906872
T0208,F01,2020,384,0.004200032526983419,0.927251329262222
T0208,F02,2020,433,0.007762613711478958,1.5875407518903877
T0208,F03,2021,449,0.01966896341336585,1.8550090777219856
T0208,F04,2021,418,-0.0025320300789119813,-0.5169660291954674
T0208,F05,2022,247,-0.011116626498131284,-2.114574126417627
T0208,F06,2022,280,-0.01274305276467377,-2.370596326564338
T0208,F07,2023,312,-0.0020344148174224804,-0.46913067924882906
T0208,F08,2023,361,0.0047194647491746134,1.0418193028238432
T0209,F01,2020,404,3.093500167311951e-05,0.012546067271943847
T0209,F02,2020,448,0.006847325557014223,2.562812951311236
T0209,F03,2021,452,0.008522869412740167,2.062859827987012
T0209,F04,2021,423,0.0007444083813381155,0.20449369280610455
T0209,F05,2022,239,-0.0060951950537150796,-1.7533184551949705
T0209,F06,2022,281,-0.006683373980264656,-2.2653858748509994
T0209,F07,2023,316,-0.003664753179172195,-1.60582619268396
T0209,F08,2023,373,-0.0007531848785927142,-0.2221469081132466
T0210,F01,2020,362,0.0038813541207272702,0.8129310642023037
T0210,F02,2020,418,0.010260060402888146,2.086088485183792
T0210,F03,2021,427,0.021414937181572804,1.9474775805390299
T0210,F04,2021,395,-0.0027150575332500963,-0.5451134347203707
T0210,F05,2022,222,-0.011357326011084516,-2.042613267112442
T0210,F06,2022,265,-0.010699455109222582,-1.8830543490001475
T0210,F07,2023,299,-0.0022849312993000167,-0.5445025103333142
T0210,F08,2023,346,0.00456020300683308,0.9662782289423528
T0211,F01,2020,924,-0.0016757938468475518,-1.1754229488227668
T0211,F02,2020,991,-0.0012109411115026388,-0.7371132508353113
T0211,F03,2021,906,0.0027312573687152445,1.151602256064245
T0211,F04,2021,929,-0.0016058962003571429,-0.844465885397886
T0211,F05,2022,811,-0.008435997179890204,-3.995948627712479
T0211,F06,2022,924,-0.006008295451321457,-4.108850451625974
T0211,F07,2023,911,-0.0031410226902829773,-1.8898547139686979
T0211,F08,2023,996,-0.003196561737446569,-3.0950844412753886
T0212,F01,2020,832,0.000731795063399624,0.2685000984042902
T0212,F02,2020,844,-0.0003837219291315672,-0.11505820489377586
T0212,F03,2021,765,0.007403950514718959,1.5907374208903764
T0212,F04,2021,743,-0.003054030758912882,-0.7956587473715172
T0212,F05,2022,657,-0.014910054558131321,-4.007904302227797
T0212,F06,2022,794,-0.00756738341940241,-2.7653198693905066
T0212,F07,2023,784,-0.0026079918013664654,-0.8575390643804377
T0212,F08,2023,905,-0.0008469134172737809,-0.4242175795907023
T0213,F01,2020,961,-0.00044143777715472657,-0.2912985075489786
T0213,F02,2020,1018,-0.00048003110742530044,-0.2915591419741449
T0213,F03,2021,929,0.0029900518508354018,1.1952059645316533
T0213,F04,2021,947,-0.0005786325215809982,-0.2964666227814429
T0213,F05,2022,859,-0.008749288008504268,-4.28966243301774
T0213,F06,2022,917,-0.005424995378969501,-3.10179319863696
T0213,F07,2023,914,-0.0020927954305059496,-1.2163738414356675
T0213,F08,2023,980,-0.0017515686918048422,-1.5891699715029532
T0214,F01,2020,840,0.0013930617670728535,0.44157230648577267
T0214,F02,2020,892,6.255056290240496e-05,0.020618462165738167
T0214,F03,2021,819,0.008460693209248523,1.3715679505928924
T0214,F04,2021,859,0.00011787132887146565,0.03781387452349305
T0214,F05,2022,774,-0.011030641885731933,-3.021262585339836
T0214,F06,2022,827,-0.009329916060364742,-3.2156299304659206
T0214,F07,2023,793,-0.003684527539261696,-1.2855983590464268
T0214,F08,2023,912,-0.00031603001005805944,-0.17841467046720555
T0215,F01,2020,951,0.00012260789922284568,0.0798171917013353
T0215,F02,2020,997,-0.00022736624052495377,-0.1433542112724408
T0215,F03,2021,945,0.003213247857819256,1.4683892490232675
T0215,F04,2021,947,-0.0008473475631598081,-0.45637298199747606
T0215,F05,2022,811,-0.006764808267739116,-3.646779999606082
T0215,F06,2022,913,-0.0038681750392760366,-2.708216265225994
T0215,F07,2023,888,-0.002326548922055905,-1.5287575359701169
T0215,F08,2023,1006,-0.0010232646375629762,-0.9990437164566517
T0216,F01,2020,870,0.0019772898415541503,0.6715493109893798
T0216,F02,2020,921,0.0025643650179333058,0.8434733131607103
T0216,F03,2021,872,0.008414704409315854,1.4319003400888433
T0216,F04,2021,872,0.0001820847551557811,0.058426806212884
T0216,F05,2022,708,-0.008069298142105757,-2.489891641157306
T0216,F06,2022,818,-0.005138796398174158,-1.8210599769479057
T0216,F07,2023,817,-0.0011952901786510255,-0.4092555380659692
T0216,F08,2023,923,-0.0011462529545217261,-0.5991937032850569
T0217,F01,2020,341,-0.0016562481825615589,-0.5060117677213916
T0217,F02,2020,436,-0.0023691885740361467,-0.8151245468071382
T0217,F03,2021,301,0.000629084828019292,0.16085564525319945
T0217,F04,2021,359,0.0005983161762147612,0.21255643472697536
T0217,F05,2022,435,-0.008088996739976342,-2.09463418011288
T0217,F06,2022,456,-0.006029217549313148,-2.7389614803275886
T0217,F07,2023,430,-0.004721335153184585,-2.2817754273853468
T0217,F08,2023,508,-0.001471827471702174,-1.0727098299934195
T0218,F01,2020,301,0.0021676551466764454,0.3466285144309254
T0218,F02,2020,374,-0.00021350025588980906,-0.04160988034093791
T0218,F03,2021,270,0.013300888785633319,2.2327783789895097
T0218,F04,2021,311,0.002952888005033749,0.6619318227333129
T0218,F05,2022,386,-0.014918502302838397,-2.2659397191783297
T0218,F06,2022,394,-0.006737361140223191,-1.6910791587608638
T0218,F07,2023,380,-0.006697529989161316,-1.9681771891200166
T0218,F08,2023,455,0.000456632481295778,0.18963955420466846
T0219,F01,2020,127,0.00033079907835802824,0.04357752693730707
T0219,F02,2020,178,-0.0007075861832340007,-0.1416821281809507
T0219,F03,2021,99,0.007248499417410839,0.8628421412809424
T0219,F04,2021,135,0.009450664772442519,2.2155775950094436
T0219,F05,2022,238,-0.008526471398002331,-1.3191807530825526
T0219,F06,2022,253,-0.004050638180114284,-1.1158337660131816
T0219,F07,2023,235,-0.0029906515573559457,-1.0685595070609366
T0219,F08,2023,229,-0.0014739092389335323,-0.5872848283490889
T0220,F01,2020,106,-0.004025824271172006,-0.29073913190720296
T0220,F02,2020,156,0.0014648074782377916,0.17794665764639583
T0220,F03,2021,85,0.03229185263381618,2.155467747576614
T0220,F04,2021,123,0.019904136014192893,3.0834242409521115
T0220,F05,2022,210,-0.011824940698421108,-1.1212876359169999
T0220,F06,2022,209,-0.00038331019141419503,-0.07138662835994732
T0220,F07,2023,195,-0.00312844700145736,-0.6279389865158042
T0220,F08,2023,192,-0.0015196956745250716,-0.43734246642102054
T0221,F01,2020,77,-0.0022038107813314714,-0.20984085087589813
T0221,F02,2020,85,0.005647248096973624,0.5170951654732254
T0221,F03,2021,44,0.01658122778156758,0.8229266188508761
T0221,F04,2021,57,0.005977429609258953,0.8586045819796971
T0221,F05,2022,145,-0.00845282898671125,-0.8736790234545424
T0221,F06,2022,140,-0.0035485078293996317,-0.7382958151090212
T0221,F07,2023,120,-0.0017602652215689685,-0.35794354646920845
T0221,F08,2023,111,-0.0045308918702988985,-1.6005292285057033
T0222,F01,2020,60,-0.0018384836439865114,-0.0982394931709811
T0222,F02,2020,71,0.01626462937696643,1.152921988060547
T0222,F03,2021,35,0.044237415579108916,1.5470766678972456
T0222,F04,2021,53,0.011227719282090995,1.132416100797492
T0222,F05,2022,132,-0.016136878172668505,-0.9178002794567862
T0222,F06,2022,116,-0.0004879320032237348,-0.0696601845475967
T0222,F07,2023,98,0.0007888002850673602,0.11442274143181264
T0222,F08,2023,92,-0.0006960345677606996,-0.09947480874097644
T0223,F01,2020,439,-0.0022759502757774045,-0.871626119528045
T0223,F02,2020,674,-0.0026735497661876245,-1.1896119009835648
T0223,F03,2021,784,0.003131859141764007,1.1496859353767008
T0223,F04,2021,366,-0.0005254919642788935,-0.11226674237615203
T0223,F05,2022,373,-0.010996900232357713,-3.111488051662246
T0223,F06,2022,300,-0.006365213864661043,-1.6515747878317912
T0223,F07,2023,383,-0.0012463319701912126,-0.3313444841331317
T0223,F08,2023,514,-0.006288525149849572,-2.699612778305387
T0224,F01,2020,375,0.0003996076315875629,0.0762784156682058
T0224,F02,2020,558,-0.0021748332502255804,-0.5458024784200992
T0224,F03,2021,660,0.013432113481169902,2.302647994384689
T0224,F04,2021,293,-0.005097541402613958,-0.6462783784181703
T0224,F05,2022,310,-0.01709326022106499,-2.8829491540870835
T0224,F06,2022,242,-0.009564161326815568,-1.5395863110940424
T0224,F07,2023,299,-0.0017614189949410766,-0.26089677983004983
T0224,F08,2023,432,-0.005356688460366747,-1.3508812360446267
T0225,F01,2020,928,-0.0027365573325510476,-1.6100297846656908
T0225,F02,2020,956,-0.0007981465620163533,-0.535617358883554
T0225,F03,2021,860,0.0021858664059500386,0.8926374458142857
T0225,F04,2021,888,-0.0038043965013574723,-2.003737910730366
T0225,F05,2022,801,-0.006772205536846351,-3.3106420327034556
T0225,F06,2022,878,-0.005260601961688111,-3.421675788398867
T0225,F07,2023,872,-0.002039065843876798,-1.3679200308650448
T0225,F08,2023,966,-0.0020330221216557443,-1.7975885567846768
T0226,F01,2020,856,0.0012777238558494468,0.4462442635025259
T0226,F02,2020,881,0.0010562184498625722,0.34898471306040946
T0226,F03,2021,810,0.0069821291446152635,1.4968388566117685
T0226,F04,2021,830,-0.0015318785976928093,-0.5456608399243592
T0226,F05,2022,747,-0.008821602391782053,-2.306935775468073
T0226,F06,2022,808,-0.00812786040940283,-3.0516882686902393
T0226,F07,2023,806,0.0009940065186175929,0.33549976678626797
T0226,F08,2023,911,-0.0006655855653743307,-0.35628434737575454
T0227,F01,2020,521,-0.0010642155724211895,-0.5256416817441549
T0227,F02,2020,642,0.0009785380770780164,0.3790822321364169
T0227,F03,2021,543,0.0023397466016653688,0.5649586226202654
T0227,F04,2021,514,-0.002669133234346489,-0.8295699366392477
T0227,F05,2022,445,-0.01154612367409411,-3.8961652122127117
T0227,F06,2022,450,-0.006303624430119712,-2.269197239055379
T0227,F07,2023,505,-0.002109873545843454,-0.9369175442409232
T0227,F08,2023,559,-0.0007913948642818575,-0.38601586935009574
T0228,F01,2020,445,-0.0010944442826491471,-0.2751708267135651
T0228,F02,2020,528,0.002369835990901712,0.5153363880490227
T0228,F03,2021,458,0.016548898596613765,1.5059108678527588
T0228,F04,2021,434,-0.0022207104841293138,-0.4050281244479402
T0228,F05,2022,355,-0.01583023440152596,-3.3695601255267777
T0228,F06,2022,375,-0.007781146853719361,-1.8627621182759777
T0228,F07,2023,420,0.0018889115983142665,0.3842397336864799
T0228,F08,2023,471,0.002919737263668561,0.8345426997565363
T0229,F01,2020,630,-0.0011764028231709752,-0.6005592337263228
T0229,F02,2020,614,0.0007168887911284211,0.3221415436542273
T0229,F03,2021,595,0.0073397655275027895,1.9659142602957334
T0229,F04,2021,598,-0.001042247644000066,-0.3701698872887807
T0229,F05,2022,480,-0.011699274436527093,-3.8243758337262834
T0229,F06,2022,553,-0.005664791824000261,-2.60591273035089
T0229,F07,2023,549,-0.005458941915971032,-2.8564054544200066
T0229,F08,2023,632,-0.0021932379336970396,-1.269190454574131
T0230,F01,2020,584,0.0008300766600554563,0.26153926955109313
T0230,F02,2020,560,-0.0012474375003851373,-0.34265296135243273
T0230,F03,2021,551,0.018931640476687276,2.018313560968472
T0230,F04,2021,558,-0.004479602293709837,-1.1011368017911454
T0230,F05,2022,442,-0.011622072087991021,-2.6143026535258103
T0230,F06,2022,512,-0.007720130049226943,-2.1197748055144987
T0230,F07,2023,511,-0.006521126282998318,-1.978353120511281
T0230,F08,2023,583,-0.002877682566660714,-0.9981897310036882
T0231,F01,2020,933,-0.001891331098868944,-0.9840226170822626
T0231,F02,2020,999,-0.001408976673249866,-0.8828109718450103
T0231,F03,2021,914,-0.0018261489422379724,-0.7128438176738926
T0231,F04,2021,936,-0.0016841989696204443,-0.9366037005079921
T0231,F05,2022,911,-0.006690870730105535,-3.259752013228008
T0231,F06,2022,982,-0.003882343887134862,-2.5861206186268038
T0231,F07,2023,925,-0.0028199519042655277,-1.8147597965641522
T0231,F08,2023,1012,-0.0022893878744276023,-2.5124554878290546
T0232,F01,2020,840,-0.000385841128238187,-0.109046598419932
T0232,F02,2020,886,-0.0008024115085421137,-0.30615408781042225
T0232,F03,2021,819,0.0037755076550918497,0.7548371185781019
T0232,F04,2021,839,-0.0010503883726980655,-0.3008014891453632
T0232,F05,2022,823,-0.011287191306025885,-2.6747861045192236
T0232,F06,2022,908,-0.005906086071415389,-2.0972427771287983
T0232,F07,2023,848,-0.002717960658222268,-0.9215888627322621
T0232,F08,2023,936,0.0002649565901848148,0.15620634364217487
T0233,F01,2020,1075,-0.0015323418451015924,-0.8331384427716968
T0233,F02,2020,1094,-0.0013464608920000442,-0.900852972171827
T0233,F03,2021,1067,0.001590961605941853,0.6515494832709875
T0233,F04,2021,1087,-0.0017037725877471423,-1.0551983237391451
T0233,F05,2022,1061,-0.007012217469631737,-3.4780436190651045
T0233,F06,2022,1091,-0.004327899066646309,-3.1518427433477725
T0233,F07,2023,1067,-0.0025379051756568736,-1.8714869969999963
T0233,F08,2023,1090,-0.0018511499921435408,-1.8777140278499898
T0234,F01,2020,1046,0.00035879549521117813,0.11500076806536857
T0234,F02,2020,1076,0.0007542746577509252,0.2832240825983589
T0234,F03,2021,1043,0.005529437688588554,1.3346690223370943
T0234,F04,2021,1057,-0.0005692358093674041,-0.19254317185168415
T0234,F05,2022,1025,-0.008889427314030132,-2.4431514005315247
T0234,F06,2022,1052,-0.00549446475274926,-2.1961695645491
T0234,F07,2023,1037,-0.001598363858469752,-0.6287674069209306
T0234,F08,2023,1056,-0.0015354056533010106,-0.9295864344582714
T0235,F01,2020,1029,-0.0007232228072466925,-0.4857380256923449
T0235,F02,2020,1064,-0.0007755233864347238,-0.48699325481972633
T0235,F03,2021,1062,0.0009771386457992476,0.4134916067268277
T0235,F04,2021,1078,-0.0009308337724698633,-0.5550860838720137
T0235,F05,2022,1031,-0.006278400158918238,-3.1392670064159107
T0235,F06,2022,1042,-0.004533359506170235,-3.558841570379312
T0235,F07,2023,1018,-0.002679084421860615,-1.8757014268264773
T0235,F08,2023,1062,-0.0015413134550202687,-1.4453179028739995
T0236,F01,2020,968,0.0014631167885598064,0.5243056770717496
T0236,F02,2020,1004,0.0021355225366424158,0.8061184793782636
T0236,F03,2021,1007,0.0037638082800310895,0.8918026117170109
T0236,F04,2021,1008,-0.00011289269335778985,-0.03826859416446582
T0236,F05,2022,988,-0.008066058692327,-2.2883208303708718
T0236,F06,2022,991,-0.0074409944850966775,-3.0538256603734184
T0236,F07,2023,953,-0.002329639993232562,-0.8735819229629154
T0236,F08,2023,1000,0.00021416367218543098,0.11698549805443083
T0237,F01,2020,272,0.0015848144293049509,0.7625719565118542
T0237,F02,2020,255,0.0007400402016822707,0.2816517655171677
T0237,F03,2021,166,0.00021780592224975744,0.07074665966025324
T0237,F04,2021,287,0.0001848770563750137,0.07595588408505417
T0237,F05,2022,87,-0.005475922594358434,-1.1515975567430332
T0237,F06,2022,159,-0.004224791205107009,-1.272623603114396
T0237,F07,2023,407,-0.0005999543614796325,-0.26086221400548987
T0237,F08,2023,375,0.0023063366151546056,1.1818463723103698
T0238,F01,2020,178,0.00537282050778163,1.4157634600682512
T0238,F02,2020,206,0.006114863033371611,1.3917261262286604
