trial_id,mfe,mae,time_to_mfe,time_to_mae,reason
T0001,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0376,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0377,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0378,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0379,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0380,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0381,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0382,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0383,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0384,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0385,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0386,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0387,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0388,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0389,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0390,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0391,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0392,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0393,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0394,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0395,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0396,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0397,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0398,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0399,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0400,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0401,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0402,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0403,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0404,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0405,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0406,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0407,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0408,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0409,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0410,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0411,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0412,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0413,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0414,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0415,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0416,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0417,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0418,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0419,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0420,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0421,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0422,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0423,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0424,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0425,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0426,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0427,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0428,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0429,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0430,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0431,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0432,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0433,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0434,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0435,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0436,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0437,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0438,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0439,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0440,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0441,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0442,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0443,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0444,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0445,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0446,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0447,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0448,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0449,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0450,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0451,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0452,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0453,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0454,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0455,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0456,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0457,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0458,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0459,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0460,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0461,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0462,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0463,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0464,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0465,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0466,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0467,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0468,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0469,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0470,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0471,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0472,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0473,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0474,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0475,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0476,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0477,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0478,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0479,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0480,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0481,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0482,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0483,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0484,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0485,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0486,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0487,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0488,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0489,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0490,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0491,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0492,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0493,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0494,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0495,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0496,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0497,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0498,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0499,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0500,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0501,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0502,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0503,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0504,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0505,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0506,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0507,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0508,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0509,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0510,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0511,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0512,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0513,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0514,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0515,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0516,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0517,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0518,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0519,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0520,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0521,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0522,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0523,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0524,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0525,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0526,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0527,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0528,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0529,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0530,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0531,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0532,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0533,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0534,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0535,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0536,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0537,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0538,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0539,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0540,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0541,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0542,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0543,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0544,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0545,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0546,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0547,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0548,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0549,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0550,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0551,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0552,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0553,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0554,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0555,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0556,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0557,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0558,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0559,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0560,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0561,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0562,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0563,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0564,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0565,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0566,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0567,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0568,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0569,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0570,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0571,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0572,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0573,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0574,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0575,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0576,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0577,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0578,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0579,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0580,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0581,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0582,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0583,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0584,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0585,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0586,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0587,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0588,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0589,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0590,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0591,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0592,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0593,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0594,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0595,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0596,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0597,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0598,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0599,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0600,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0601,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0602,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0603,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0604,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0605,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0606,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0607,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0608,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0609,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0610,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0611,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0612,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0613,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0614,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0615,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0616,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0617,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0618,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0619,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0620,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0621,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0622,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0623,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0624,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0625,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0626,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0627,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0628,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0629,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0630,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0631,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0632,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0633,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0634,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0635,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0636,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0637,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0638,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0639,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0640,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0641,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0642,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0643,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0644,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0645,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0646,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0647,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0648,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0649,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0650,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0651,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0652,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0653,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0654,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0655,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0656,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0657,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0658,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0659,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0660,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0661,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0662,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0663,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0664,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0665,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0666,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0667,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0668,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0669,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0670,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0671,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0672,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0673,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0674,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0675,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0676,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0677,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0678,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0679,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0680,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0681,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0682,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0683,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0684,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0685,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0686,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0687,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0688,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0689,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0690,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0691,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0692,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0693,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0694,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0695,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0696,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0697,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0698,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0699,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0700,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0701,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0702,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0703,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0704,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0705,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0706,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0707,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0708,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0709,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0710,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0711,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0712,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0713,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0714,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0715,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0716,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0717,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0718,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0719,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0720,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0721,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0722,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0723,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0724,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0725,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0726,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0727,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0728,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0729,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0730,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0731,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0732,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0733,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0734,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0735,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0736,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0737,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0738,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0739,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0740,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0741,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0742,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0743,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0744,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0745,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0746,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0747,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0748,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0749,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0750,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
T0751,,,,,checkpoint schema has no intratrade path; diagnostic only; not silently inferred
